,Sentences,Labels
525,for det kan være vanskeligt at slå sig igennem  problematisk at finde og få lov til den uddannelse  man ønsker sig  og usikkerheden om der vil være arbejde til en  når man en dag langt om længe er færdig,0
5311,på topmødet i københavn besluttede vi endelig at genforene det europa  som i så mange år havde været delt og splittet,1
3789,fortsat at indstille os på en meget tilbageholdende linje,1
2636,alt det har værdi for os  og det vil vi gerne give videre til vore børn,0
453,et nyt år  javel  vi skal skrive 2004  men gør det en forskel,0
5879,ikke mindst de store og de økonomisk stærke i europa  samt usa og japan  må medvirke,1
3853,og det er vi nu begyndt på,1
2800,dem ønsker jeg godt nytår  vi er stolte af dem her i deres hjemland en særlig gruppe uden for danmark er de danske i sydslesvig,0
5927,jeg er ikke i tvivl,1
6117,vi har fået de afgørende forudsætninger for  at verdensbilledet nu tegner sig lysere end gennem mange år,1
1345,fiskeriet går godt,0
1025,de har fundet arbejde og sørger for  at deres børn kommer godt i vej,0
6233,for eksempel  når partier på tværs af midten pludselig sidder i regering sammen,1
6541,for uden jer ville vi leve i en kold tid,1
4906,men så kommer foråret,1
1041,intet brud er totalt  intet nyt er uden rødder,0
3657,de får mad hver dag,1
4142,i danmark skal vi udvikle grønne løsninger  som hele verden kan få glæde af,1
4284,vores evne til at træffe store beslutninger  når det er vanskeligt,1
6238,ja  jeg siger det trods alt,1
4664,det er ytringsfriheden  som har skabt fremskridt i danmark  i europa og andre af verdens frie samfund,1
2890,på årets sidste dag bringer jeg en varm hilsen med mine bedste ønsker til færøerne og grønland,0
152,vi lever i vanskelige og farlige tider  derom er der ingen tvivl  men også ved dette årsskifte kan vi konstatere at vi har levet endnu et år i frihed og fred   hvor mange steder i verden kan man sige det,0
4486,og det  tror jeg  hænger sammen med  at vi har stor frihed til at leve vores liv  som vi vil,1
6209,men også at være værktøjet for den nødvendige udvikling,1
3121,vi er blevet et overflodssamfund   men hvordan lever vi med overfloden,0
6099,og trods krisens enorme omfang  så fik vi en langsom  men temmelig sikker forbedring i udviklingen,1
5026,vi har truffet valg  som var svære  men nødvendige,1
583,vi står overfor en fælles udfordring  og vi må alle tage ansvar for  at vores samfund kommer trygt gennem pandemien,0
623,på årets sidste dag sender jeg da til hver og en ud over det ganske land min varmeste nytårshilsen med ønsket om et trygt og glædeligt nytår,0
6328,han selv blev nægtet optagelse på det ønskede universitet  fordi studiepladserne var forbeholdt medlemmer af kommunistpartiet og deres børn,1
1373,1984 er der nok mange  der har set hen til med en vis gysen  for ikke sandt  fremtidsromanen  1984   skrevet for mere end tredive år siden  har ved sit knugende billede af et samfund  hvor al frihed og menneskelighed er undertrykt  på en eller anden måde givet en skæbnesvanger klang til det årstal  også for de mange  der ikke selv har læst bogen,0
6251,det ønsker vi alle sammen,1
1001,jeg ønsker dem et godt nytår både for deres virke og for dem hver især,0
3791,og det er sket trods mange kriser og to store krige,1
2256,det er en udfordring til sammenholdet i det danske samfund,0
2560,vi har opnået en frihed til at forme vort eget liv  som tidligere generationer aldrig har kendt magen til  og det skal vi skønne på,0
2443,et godt og lykkeligt nytår ønsker jeg for alle i grønland,0
6207,så tænder vi ikke alene et håb for børnene,1
2871,siden flyver tiden hurtigere og hurtigere afsted  det har næsten lige været sommer  så bliver det nytår igen og igen og igen,0
6491,mange af københavns smukke gamle huse og palæer blev opført for penge tjent på slavers slid og udbytning på den anden side af jorden,1
3737,det nye år vil markere et vendepunkt i afghanistan,1
5821,så er det lige meget  hvor retfærdigt man synes  den sag er  man kæmper for,1
6235,det starter med skolealderen  og her må vi konstatere  at der stadig er alt for mange  der får for lidt ud af skolegangen,1
5970,ned i kommunekassen  hvor indtægterne er mindre og udgifterne større  end de behøver at være,1
1744,i disse år er naturen gavmild,0
5808,det kan ikke være anderledes,1
1320,nu er vi tæt på seks millioner,0
1589,jeg vil gerne  sammen med prinsgemalen  bringe en tak til alle i grønland for den gæstfri modtagelse  kronprinsfamilien fik overalt,0
561,min tak skal lyde til alle de mange  mange mennesker  som ved særlige begivenheder  såvel som i hverdagen  har omsluttet mig og min familie med kærlige ord og tanker,0
1192,for jeg føler det som stor forpligtelse og et sandt privilegium at have denne lejlighed til at henvende mig til hele befolkningen  og som en virkelig glæde  at så mange giver sig tid til at være sammen med mig i disse minutter,0
5698,det er vores vej,1
849,det er en begivenhed  som for altid vil præge mindet om det forgangne år  og som får os til at se frem til 2004 med glad forventning,0
2082,måske kan den forbedre vores samfund  men vil vi kunne styre det,0
684,med stor trofasthed har de holdt fast ved deres arv  ved deres sprog og deres hjemstavn  samtidig med at de i højeste grad er medvirkende til det gode naboskab  som i dag eksisterer mellem danmark og tyskland,0
5750,er vi tilfredse med tilværelsen,1
2346,hvert år sender danmark mange mennesker ud til fjerne egne af verden,0
240,der er dog dem  der gerne byttede deres egne problemer mod de bekymringer  jeg lige har beskrevet,0
6568,de drenge har også drømme  men de bliver ofte afbrudt af nærmest mareridtsagtige bekymringer  har vi det   kan vi det   der skal til  for at vores drømme kan gå i opfyldelse,1
5898,men for jeres egen skyld,1
3781,sammenhængen på tværs af vores land,1
1417,indsatsen har kostet menneskeliv  og vore tanker samler sig i aften om de hjem og familier  der er blevet ramt,0
3874,den finanskrise  som har rystet rusland  asien og latinamerika har foreløbig kun strejfet os,1
1238,der rives vægge ned  og nye døre slås igennem,0
6529,for så ender vi med at lukke os selv inde,1
2743,mennesker ældes  det ved vi  vort århundrede er ved at løbe ud  kan tiden også ældes  eller kan kulturer,0
1011,overalt har vi engagerede mennesker  som yder et stort og professionelt arbejde på sygehuse  på plejeinstitutioner  i skoler og i børnehaver,0
922,vi skal vise hvad vi duer til  men jeg er ikke i tvivl om  at vi formår at løfte den opgave,0
6118,fra mine første år i arbejdernes andelsboligforening i vejle,1
1795,det har nogle danske familier måttet erfare med smerte  da tre unge danske piger var blandt ofrene for terroraktionen på bali,0
1863,jeg ønsker  at det nye år må bringe håb og glæde til alle,0
4751,jeg tror der er bred enighed om  at vi skal arbejde for en demokratisering i arbejdslivet,1
5911,og måske synes du  at jeg har været rigeligt alvorsfuld her på årets første aften,1
1773,sammen med prinsgemalen sender jeg mine varmeste hilsener og gode nytårsønsker til alle på færøerne og til alle i grønland,0
710,de flyver fra reden  siger vi  men samtidig ved vi fra os selv  at vort hjem og vores familie slipper vi aldrig helt  fordi den er en del af os selv,0
3887,bagsiden er de unge  som ikke må gifte sig med den  de elsker,1
1680,i aften må vi også tænke på de mange  som i offentlig tjeneste eller med en af nødhjælpsorganisationerne arbejder fjernt fra danmark,0
5143,men den sande skillelinje går et andet sted,1
2574,det kan vi ikke lukke øjnene for  men det er vigtigt  at vi ikke ligger under for frygten,0
3201,i september deltog kronprinsparret i fn s generalforsamling i new york,0
4907,det får vi også brug for  når vi skal se fremad,1
3500,det siger grundloven,1
6454,til skade for vækst og velstand,1
4553,hvis verden skal blive tryggere at leve i  vi er nået et skridt videre i vor del af verden,1
2440,der appelleres til os igen og igen  vi oprives  og vi rystes og bliver forvirrede,0
3010,det kan vi godt være bekendt at fejre  når årsdagen kommer  og det vil vi fejre,0
1843,men vi har brug for hinanden under alle forhold  for at dele en glæde og bære en sorg eller bare holde ud sammen,0
2668,de demokratiske værdier og sammenholdet mellem vore folk står stærkt,0
6089,lad mig sige meget klart  jeg fordømmer enhver udtalelse  handling eller tilkendegivelse  som forsøger at dæmonisere grupper af mennesker på baggrund af deres religion eller etniske baggrund,1
3818,og hvor vi for alvor sætter patienten før systemet,1
1163,det skorter ikke på initiativ og gå på mod blandt færingerne,0
1313,også for sydslesvigerne har det været et vanskeligt år med en delvis lukket grænse,0
1700,i aften går mine tanker også til færøerne  og jeg mindes de mange oplevelser  jeg der har fået i årenes løb,0
2310,endnu en gang er det blevet bekræftet  hvor nære og varme bånd  der går mellem dem derude og os herhjemme,0
3770,fremtiden bliver mere og mere videnintensiv produktion,1
2000,så vi ikke frem til et tiår  hvor vi skulle høste de rige frugter af 60 ernes opgang  da et vældigt lyssyn endelig forekom os berettiget  morgendagen ville blive endnu bedre end dagen i dag  vi havde lært at styre økonomi og samfund  nu skulle tidens løbske heste lystre vore tøjler,0
5131,vi skal have et robust grundlag for hele tiden at udvikle vores samfund  vores virksomheder og vores velfærd,1
2221,opgaven kan synes uoverskuelig   at tage imod så mange mennesker fra fremmede himmelstrøg og anderledes kulturer,0
449,jeg tænker her på vore rejser rundt i landet og på den opmærksomhed  som blev prinsgemalen til del ved hans 80 års fødselsdag,0
4196,ungdom var alt,1
3540,den offentlige sektor skal være med helt fremme med anvendelsen af computere og informationsteknik,1
803,mange flygtninge har søgt beskyttelse i danmark og det er vores ansvar at hjælpe,0
1073,nogle er udsendte  mange har valgt at lægge deres livsgerning under andre himmelstrøg  men alle vil de nok på en nytårsaften lade tankerne gå til danmark og til deres kære derhjemme,0
471,der gik 5 år  men så kom befrielsen den 4  og 5  maj 1945  den fyldte alle med en berusende glæde  der kunne mærkes  også af en  der  som jeg  kun var 5 år gammel,0
458,de lukker sig inde i sig selv,0
1004,jeg sender mine nytårsønsker til alle i forsvaret  i beredskabet og ved politiet med en tak for deres gode indsats i det forløbne år  både herhjemme og i udlandet,0
2655,til daglig er de travlt optaget af det  der omgiver dem  men her ved jule  og nytårstid går deres tanker måske tilbage til det danmark  de forlod  eller som de véd  at de har rod i  de skal vide  at vi herhjemme også tænker på dem  og jeg ønsker dem et godt nytår,0
779,ikke mindst grønland står over for beslutninger af afgørende betydning for samfundets udvikling,0
1588,gud bevare os alle sammen,0
6474,jeg vil sige til de ansatte i sundhedsvæsenet  jeg har kæmpe respekt for jeres arbejde,1
2421,vi har også lange traditioner for at formidle synspunkter og for at få mange parter til at bøje sig mod hinanden og opnå den grad af enighed  som kan føre til resultater,0
2733,til dem  men også til alle andre  hvis rod er i danmark eller i danskheden  sender jeg min nytårshilsen og min tak for  hvad de gør  og hvad de betyder,0
1767,fædrelandssang  fædrelandskærlighed   er det ikke ensidigt og selvtilstrækkeligt i en verden  som den tekniske udvikling har fået til at skrumpe  og hvor ingen kan eller bør være sig selv nok,0
3486,det er danske værdier,1
4520,det der er spørgsmålet er  vil det ske på fredelig vis  eller vil det ske igennem krig og vold,1
3088,vind  sol og biomasse giver os renere energi,0
3513,det kræver  at israelerne stopper de ulovlige bosættelser,1
291,uskyldige mennesker er de første ofre,0
4505,angsten skal ikke lamme os i vort forhold til andre mennesker,1
274,vi ser mønstre tegne sig  som minder foruroligende om tider  som vi nødigt vil genopleve,0
5077,hvor industri har taget en førsteplads med en produktionsstigning på knap 12,1
828,den uforbeholdne varme og kærlighed  alle danske viste hende gennem hele hendes liv  glædede min moder til det sidste og fyldte hende med taknemmelighed,0
5186,kunne benny andersen være russer,1
4274,det har vi lært og klogt om i aftes,1
3472,og dermed vores frihed,1
